current_url,canonical_url,http_status,indexable,action
https://rejuvera.sa/p/tiktok-customer,https://rejuvera.sa/p/tiktok-customer,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/privacy,https://rejuvera.sa/privacy,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services,https://rejuvera.sa/services,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/aesthetic-surgery,https://rejuvera.sa/services/aesthetic-surgery,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/arm-lift,https://rejuvera.sa/services/arm-lift,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/body-contouring,https://rejuvera.sa/services/body-contouring,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/body-contouring-buttock-augmentation,https://rejuvera.sa/services/body-contouring-buttock-augmentation,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/brazilian-butt-lift,https://rejuvera.sa/services/brazilian-butt-lift,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/breast-augmentation-reshaping,https://rejuvera.sa/services/breast-augmentation-reshaping,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/breast-implant-replacement,https://rejuvera.sa/services/breast-implant-replacement,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/breast-reduction,https://rejuvera.sa/services/breast-reduction,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/dermatology-consultation,https://rejuvera.sa/services/dermatology-consultation,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/double-chin-liposuction,https://rejuvera.sa/services/double-chin-liposuction,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/eyelid-lift-eye-rejuvenation,https://rejuvera.sa/services/eyelid-lift-eye-rejuvenation,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/face-neck-lift,https://rejuvera.sa/services/face-neck-lift,200,yes,KEEP (canonical target for a known duplicate - see paired row)
https://rejuvera.sa/services/facial-contouring,https://rejuvera.sa/services/facial-contouring,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/female-aesthetic-care,https://rejuvera.sa/services/female-aesthetic-care,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/full-body-lift,https://rejuvera.sa/services/full-body-lift,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/general-surgery-consultation,https://rejuvera.sa/services/general-surgery-consultation,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/gynecomastia-surgery,https://rejuvera.sa/services/gynecomastia-surgery,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/injectable-harmony,https://rejuvera.sa/services/injectable-harmony,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/laser-hair-removal,https://rejuvera.sa/services/laser-hair-removal,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/lipedema-treatment,https://rejuvera.sa/services/lipedema-treatment,200,yes,KEEP (canonical target for a known duplicate - see paired row)
https://rejuvera.sa/services/liposuction,https://rejuvera.sa/services/liposuction,200,yes,KEEP (canonical target for a known duplicate - see paired row)
https://rejuvera.sa/services/neck-lift-surgery,https://rejuvera.sa/services/neck-lift-surgery,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/neurosurgery-spine-care,https://rejuvera.sa/services/neurosurgery-spine-care,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/obgyn-care,https://rejuvera.sa/services/obgyn-care,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/otoplasty,https://rejuvera.sa/services/otoplasty,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/postpartum-vaginal-tightening,https://rejuvera.sa/services/postpartum-vaginal-tightening,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/pregnancy-delivery-care,https://rejuvera.sa/services/pregnancy-delivery-care,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/rhinoplasty,https://rejuvera.sa/services/rhinoplasty,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/rhinoplasty-nose-reshaping,https://rejuvera.sa/services/rhinoplasty-nose-reshaping,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/sagging-skin-tightening-surgery,https://rejuvera.sa/services/sagging-skin-tightening-surgery,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/skin-rejuvenation,https://rejuvera.sa/services/skin-rejuvenation,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/tummy-tuck,https://rejuvera.sa/services/tummy-tuck,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/upper-lower-eyelid-surgery,https://rejuvera.sa/services/upper-lower-eyelid-surgery,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/vaginal-rejuvenation,https://rejuvera.sa/services/vaginal-rejuvenation,200,yes,KEEP (canonical target for a known duplicate - see paired row)
https://rejuvera.sa/terms,https://rejuvera.sa/terms,200,yes,"KEEP (canonical, no change)"
https://rejuvera.sa/services/facelift-surgery,https://rejuvera.sa/services/facelift-surgery,200,yes,301 -> https://rejuvera.sa/services/face-neck-lift (BLOCKED pending manual DB merge+delete via /admin/services; duplicate-content: identical title/description to face-neck-lift; not in sitemap; not linked internally)
https://rejuvera.sa/services/vaginoplasty,https://rejuvera.sa/services/vaginoplasty,200,yes,301 -> https://rejuvera.sa/services/vaginal-rejuvenation (BLOCKED pending manual DB merge+delete via /admin/services; duplicate-content: identical title/description to vaginal-rejuvenation; not in sitemap; not linked internally)
https://rejuvera.sa/services/lipedema,https://rejuvera.sa/services/lipedema,200,yes,301 -> https://rejuvera.sa/services/lipedema-treatment (BLOCKED pending manual DB merge+delete via /admin/services; duplicate-content: identical title/description to lipedema-treatment; not in sitemap; not linked internally)
https://rejuvera.sa/services/Liposuction,https://rejuvera.sa/services/Liposuction,200,yes,"301 -> https://rejuvera.sa/services/liposuction (BLOCKED pending manual DB merge+delete via /admin/services; case-duplicate DB record (exact-match slug lookup confirmed in code); has nameEn populated, lowercase record is MISSING nameEn - merge before deleting)"
https://rejuvera.sa/services/breast-lift,,404,no,"CREATE (Phase 4 - service does not exist yet, currently 404)"
https://rejuvera.sa/services/thigh-lift,,404,no,"CREATE (Phase 4 - service does not exist yet, currently 404)"
https://rejuvera.sa/services/dermal-fillers,,404,no,"CREATE (Phase 4 - service does not exist yet, currently 404)"
https://rejuvera.sa/services/botox,,404,no,"CREATE (Phase 4 - service does not exist yet, currently 404)"
